,children,days_employed,dob_years,education_id,family_status_id,gender,income_type,debt,total_income,purpose,total_income_category,purpose_category
16900,2,541.1662878756476,44,1,0,m,сотрудник,0,143808,свой автомобиль,C,операции с автомобилем
16901,1,1185.4171994777355,29,0,1,m,сотрудник,0,149491,на проведение свадьбы,C,операции с недвижимостью
16902,2,1203.369528770489,39,1,1,f,сотрудник,0,145017,сыграть свадьбу,C,операции с недвижимостью
16903,1,422.8894278024569,44,1,3,f,сотрудник,0,118125,недвижимость,C,операции с недвижимостью
16904,1,1203.369528770489,32,0,0,f,сотрудник,0,145017,на покупку подержанного автомобиля,C,операции с автомобилем
16905,0,2199.733119326693,41,1,0,f,госслужащий,0,54051,покупка своего жилья,C,операции с недвижимостью
16906,0,374271.4236201156,62,1,0,f,пенсионер,0,146800,строительство собственной недвижимости,C,операции с недвижимостью
16907,0,1335.6884474920766,44,1,0,m,компаньон,0,616284,покупка жилья для семьи,B,операции с недвижимостью
16908,0,368459.7698547153,56,0,0,f,пенсионер,0,59186,строительство собственной недвижимости,C,операции с недвижимостью
16909,0,1325.3468168638449,26,1,4,m,компаньон,0,183383,покупка жилой недвижимости,C,операции с недвижимостью
16910,0,1551.0123162234506,26,2,0,f,сотрудник,0,111594,свой автомобиль,C,операции с автомобилем
16911,0,2875.670730323695,51,3,0,f,сотрудник,0,130774,строительство собственной недвижимости,C,операции с недвижимостью
16912,1,327.3497795068536,30,0,0,m,компаньон,0,349728,покупка коммерческой недвижимости,B,операции с недвижимостью
16913,0,3938.685945678792,40,1,0,m,компаньон,0,148171,операции с жильем,C,операции с недвижимостью
16914,0,4448.911247870648,67,0,0,f,сотрудник,0,115913,заняться образованием,C,операции с недвижимостью
16915,0,1481.9566839842646,40,0,4,f,сотрудник,0,209550,свой автомобиль,B,операции с автомобилем
16916,2,1368.149936720768,36,1,0,m,сотрудник,0,134296,покупка коммерческой недвижимости,C,операции с недвижимостью
16917,0,373295.70753479976,68,1,1,f,пенсионер,0,70867,сыграть свадьбу,C,операции с недвижимостью
16918,2,567.8946822738125,41,1,1,f,сотрудник,0,155596,на покупку автомобиля,C,операции с автомобилем
16919,0,341289.50977290433,66,1,2,f,пенсионер,0,149330,высшее образование,C,операции с недвижимостью
16920,0,2704.6407150851705,53,0,3,f,компаньон,0,138325,покупка коммерческой недвижимости,C,операции с недвижимостью
16921,0,108.75814997609808,53,1,0,f,компаньон,0,145951,на покупку своего автомобиля,C,операции с автомобилем
16922,0,866.2739905539978,0,0,1,m,компаньон,0,287173,сыграть свадьбу,B,операции с недвижимостью
16923,0,1203.369528770489,60,1,0,f,пенсионер,0,145017,покупка жилья для семьи,C,операции с недвижимостью
16924,1,663.8048905489389,28,0,0,f,госслужащий,0,86332,покупка жилой недвижимости,C,операции с недвижимостью
16925,1,2430.1922404832835,25,0,4,f,госслужащий,0,117188,образование,C,операции с недвижимостью
16926,1,1309.745159299699,48,0,4,f,компаньон,0,107030,покупка жилья для сдачи,C,операции с недвижимостью
16927,0,392320.693505724,67,1,0,f,пенсионер,0,108101,покупка жилья для сдачи,C,операции с недвижимостью
16928,0,3521.0818384281065,48,0,3,m,компаньон,0,212497,на покупку автомобиля,B,операции с автомобилем
16929,1,575.1569360365535,43,1,0,m,сотрудник,0,99158,сделка с подержанным автомобилем,C,операции с автомобилем
16930,0,1554.6212030537515,58,1,1,f,компаньон,0,116811,заняться высшим образованием,C,операции с недвижимостью
16931,1,8493.382628915557,39,1,0,f,сотрудник,0,137470,покупка своего жилья,C,операции с недвижимостью
16932,1,732.1470075102287,34,1,0,f,сотрудник,1,104589,покупка коммерческой недвижимости,C,операции с недвижимостью
16933,0,1203.369528770489,53,1,1,f,госслужащий,0,145017,получение образования,C,операции с недвижимостью
16934,1,3802.496636504801,29,0,1,f,сотрудник,0,84635,на проведение свадьбы,C,операции с недвижимостью
16935,0,396759.0903098157,60,1,1,f,пенсионер,0,208815,на покупку подержанного автомобиля,B,операции с автомобилем
16936,0,649.8244635141367,56,1,0,m,сотрудник,1,254796,сделка с автомобилем,B,операции с автомобилем
16937,0,729.5965973672569,41,1,0,f,сотрудник,0,110156,сделка с подержанным автомобилем,C,операции с автомобилем
16938,0,3108.176427383234,27,0,4,m,сотрудник,0,654098,операции с жильем,B,операции с недвижимостью
16939,0,386155.4043201216,61,1,0,f,пенсионер,0,169431,получение дополнительного образования,C,операции с недвижимостью
16940,0,358892.3287922731,60,1,1,f,пенсионер,1,295087,свадьба,B,операции с недвижимостью
16941,0,4078.212350040101,58,1,1,m,компаньон,0,335325,сыграть свадьбу,B,операции с недвижимостью
16942,0,372673.2641202309,58,1,0,f,пенсионер,0,225564,сделка с подержанным автомобилем,B,операции с автомобилем
16943,1,522.0449840500419,56,0,0,m,компаньон,0,135975,покупка коммерческой недвижимости,C,операции с недвижимостью
16944,1,1914.6003793306184,30,1,0,f,сотрудник,0,159698,ремонт жилью,C,операции с недвижимостью
16945,1,96.84034252348296,43,1,1,m,сотрудник,0,128188,сыграть свадьбу,C,операции с недвижимостью
16946,0,341416.0212166705,63,1,4,f,пенсионер,0,281086,получение высшего образования,B,операции с недвижимостью
16947,1,177.23436803102516,26,0,3,f,сотрудник,0,127264,приобретение автомобиля,C,операции с автомобилем
16948,0,2985.102722490479,35,1,1,f,компаньон,0,76942,ремонт жилью,C,операции с недвижимостью
16949,1,4815.683118682356,37,1,0,f,сотрудник,0,85461,жилье,C,операции с недвижимостью
16950,0,1415.5591941622476,51,1,0,f,сотрудник,0,255697,профильное образование,B,операции с недвижимостью
16951,0,355473.58579035546,64,1,2,f,пенсионер,0,120314,операции со своей недвижимостью,C,операции с недвижимостью
16952,2,358.1511871652257,49,1,3,m,сотрудник,1,104473,операции со своей недвижимостью,C,операции с недвижимостью
16953,0,4397.615948101523,49,1,4,m,сотрудник,0,193555,приобретение автомобиля,C,операции с автомобилем
16954,2,276.7388320022148,34,1,0,f,компаньон,0,338142,жилье,B,операции с недвижимостью
16955,0,2293.9670587857668,59,0,0,f,сотрудник,0,144583,на покупку подержанного автомобиля,C,операции с автомобилем
16956,0,2005.6246550819253,58,1,2,f,сотрудник,0,216328,автомобили,B,операции с автомобилем
16957,0,1203.369528770489,37,1,4,f,сотрудник,0,145017,автомобиль,C,операции с автомобилем
16958,0,1738.9076815098972,44,1,1,f,сотрудник,0,203446,на проведение свадьбы,B,операции с недвижимостью
16959,0,253.2300407156329,46,1,0,f,сотрудник,0,146915,операции с коммерческой недвижимостью,C,операции с недвижимостью
16960,0,1203.369528770489,55,1,2,f,сотрудник,0,145017,получение дополнительного образования,C,операции с недвижимостью
16961,3,2014.6462614178247,35,1,0,f,сотрудник,0,83311,строительство собственной недвижимости,C,операции с недвижимостью
16962,0,1331.8306471522772,38,0,0,f,сотрудник,0,84608,строительство жилой недвижимости,C,операции с недвижимостью
16963,0,377660.69487939967,62,1,0,f,пенсионер,0,107869,покупка жилья для семьи,C,операции с недвижимостью
16964,1,2002.2784059220744,36,1,0,f,сотрудник,0,168426,сделка с автомобилем,C,операции с автомобилем
16965,1,281.4604095732015,29,0,0,f,сотрудник,0,326742,строительство жилой недвижимости,B,операции с недвижимостью
16966,1,3486.362472327753,36,1,4,f,компаньон,0,85766,на покупку автомобиля,C,операции с автомобилем
16967,0,4662.142838339286,56,1,0,f,сотрудник,0,113285,покупка жилья для сдачи,C,операции с недвижимостью
16968,0,1238.5600798558287,52,1,0,f,компаньон,0,351157,покупка жилой недвижимости,B,операции с недвижимостью
16969,2,724.3318540990259,38,0,0,m,компаньон,1,198479,дополнительное образование,C,операции с недвижимостью
16970,0,168.04345054564482,26,1,4,m,сотрудник,1,85776,сделка с подержанным автомобилем,C,операции с автомобилем
16971,1,1203.369528770489,33,1,1,f,компаньон,0,145017,свадьба,C,операции с недвижимостью
16972,0,1203.369528770489,46,1,4,f,сотрудник,0,145017,строительство жилой недвижимости,C,операции с недвижимостью
16973,0,1203.369528770489,55,1,0,f,компаньон,0,145017,жилье,C,операции с недвижимостью
16974,0,1221.5480639839172,27,1,1,m,сотрудник,0,134215,операции с коммерческой недвижимостью,C,операции с недвижимостью
16975,1,7308.555621074093,38,0,1,f,сотрудник,0,297866,на проведение свадьбы,B,операции с недвижимостью
16976,0,1269.6036885991507,49,1,0,m,сотрудник,0,202895,на покупку своего автомобиля,B,операции с автомобилем
16977,0,1668.250142186007,49,1,1,f,сотрудник,0,82045,заняться высшим образованием,C,операции с недвижимостью
16978,0,133.44359624831915,32,1,4,m,сотрудник,0,123011,операции с жильем,C,операции с недвижимостью
16979,0,5174.094651091839,55,1,4,f,сотрудник,0,132082,приобретение автомобиля,C,операции с автомобилем
16980,0,658.9763189677689,27,0,0,m,компаньон,0,261079,ремонт жилью,B,операции с недвижимостью
16981,0,336245.83208253986,54,1,0,f,пенсионер,0,72170,автомобиль,C,операции с автомобилем
16982,0,1385.749280648772,39,1,0,m,сотрудник,0,359380,жилье,B,операции с недвижимостью
16983,0,602.7371543727584,31,1,1,m,компаньон,0,104262,на проведение свадьбы,C,операции с недвижимостью
16984,2,1338.208328251231,30,0,1,f,сотрудник,0,130513,высшее образование,C,операции с недвижимостью
16985,1,164.1991339053566,37,1,0,m,сотрудник,0,145603,операции с недвижимостью,C,операции с недвижимостью
16986,0,1203.369528770489,23,1,0,m,сотрудник,0,145017,покупка жилья,C,операции с недвижимостью
16987,0,338538.066449368,54,1,1,f,пенсионер,0,66703,свадьба,C,операции с недвижимостью
16988,0,387294.8044928047,56,1,2,f,пенсионер,0,143758,операции с жильем,C,операции с недвижимостью
16989,0,343212.5418828089,61,0,4,f,пенсионер,0,226977,на покупку автомобиля,B,операции с автомобилем
16990,0,1035.7667848142307,30,0,0,m,компаньон,0,261184,высшее образование,B,операции с недвижимостью
16991,1,3193.976850885389,33,1,0,f,компаньон,0,141944,операции с недвижимостью,C,операции с недвижимостью
16992,1,3436.641337610449,28,1,4,f,сотрудник,0,73498,сделка с автомобилем,C,операции с автомобилем
16993,0,382203.5623779098,59,1,1,f,пенсионер,0,122157,покупка жилья для семьи,C,операции с недвижимостью
16994,0,373753.20639230014,52,1,0,f,пенсионер,0,71459,образование,C,операции с недвижимостью
16995,0,392483.3639134676,71,1,2,f,пенсионер,0,122934,дополнительное образование,C,операции с недвижимостью
16996,0,668.5245384810655,56,0,0,f,сотрудник,0,142291,покупка коммерческой недвижимости,C,операции с недвижимостью
16997,0,3788.9577605515383,36,1,0,f,сотрудник,1,133761,жилье,C,операции с недвижимостью
16998,2,2724.311598521878,30,1,0,f,сотрудник,1,130031,строительство собственной недвижимости,C,операции с недвижимостью
16999,0,1705.1318841185391,42,1,3,m,компаньон,0,227503,заняться высшим образованием,B,операции с недвижимостью
17000,0,1203.369528770489,55,1,3,f,компаньон,0,145017,недвижимость,C,операции с недвижимостью
17001,0,365286.6226495429,65,1,0,f,пенсионер,0,96963,покупка недвижимости,C,операции с недвижимостью
17002,0,1641.242110726267,28,1,0,m,сотрудник,0,103675,заняться высшим образованием,C,операции с недвижимостью
17003,0,1362.7249038002506,59,0,0,f,сотрудник,0,204827,профильное образование,B,операции с недвижимостью
17004,2,248.5614246286184,27,1,0,m,сотрудник,0,161800,образование,C,операции с недвижимостью
17005,0,398092.2951618283,62,1,0,f,пенсионер,0,96872,профильное образование,C,операции с недвижимостью
17006,1,243.51913851565504,32,1,0,m,компаньон,0,203353,сделка с автомобилем,B,операции с автомобилем
17007,2,2160.383849318167,49,1,0,m,компаньон,0,186183,ремонт жилью,C,операции с недвижимостью
17008,0,358708.62104204006,56,1,2,f,пенсионер,0,207252,сделка с подержанным автомобилем,B,операции с автомобилем
17009,0,9427.83202069086,65,0,3,f,сотрудник,0,219390,операции с жильем,B,операции с недвижимостью
17010,0,923.6955694877436,39,1,0,f,госслужащий,0,91196,покупка своего жилья,C,операции с недвижимостью
17011,3,349.0369267696389,43,1,0,m,сотрудник,0,274019,покупка жилья,B,операции с недвижимостью
17012,0,3542.886466855632,59,1,0,f,сотрудник,0,75645,строительство собственной недвижимости,C,операции с недвижимостью
17013,0,3968.848700583917,38,0,0,f,сотрудник,0,301125,операции с жильем,B,операции с недвижимостью
17014,0,1203.369528770489,39,3,0,f,госслужащий,0,145017,операции с коммерческой недвижимостью,C,операции с недвижимостью
17015,0,396031.3684273309,64,1,1,f,пенсионер,0,87159,покупка жилья для сдачи,C,операции с недвижимостью
17016,0,2727.9739636940626,39,1,4,m,сотрудник,1,109354,жилье,C,операции с недвижимостью
17017,3,1550.2744272940222,35,1,0,f,сотрудник,0,94831,недвижимость,C,операции с недвижимостью
17018,1,1948.356302684723,43,0,1,f,компаньон,0,124666,сыграть свадьбу,C,операции с недвижимостью
17019,0,3340.163734042208,28,1,0,m,госслужащий,0,243845,покупка жилья для сдачи,B,операции с недвижимостью
17020,2,539.4214842833621,38,1,0,f,сотрудник,0,97802,строительство недвижимости,C,операции с недвижимостью
17021,0,4599.60199645789,35,1,0,f,сотрудник,0,157998,покупка своего жилья,C,операции с недвижимостью
17022,1,3133.781282479163,34,1,1,f,компаньон,0,154980,заняться образованием,C,операции с недвижимостью
17023,0,400508.874182473,64,0,0,f,пенсионер,0,438344,дополнительное образование,B,операции с недвижимостью
17024,0,371306.32359132735,57,1,0,f,пенсионер,0,221356,заняться образованием,B,операции с недвижимостью
17025,2,4260.938346136187,33,1,0,f,сотрудник,0,54926,операции с коммерческой недвижимостью,C,операции с недвижимостью
17026,0,6298.593272786915,54,1,2,m,сотрудник,0,111858,операции со своей недвижимостью,C,операции с недвижимостью
17027,0,1203.369528770489,48,0,1,f,сотрудник,0,145017,операции с жильем,C,операции с недвижимостью
17028,1,1580.1797699308374,32,2,0,m,компаньон,0,330353,операции с недвижимостью,B,операции с недвижимостью
17029,1,273.07017585777544,38,2,0,m,сотрудник,0,243450,покупка недвижимости,B,операции с недвижимостью
17030,2,1038.6390171961584,32,1,1,f,сотрудник,0,138973,свадьба,C,операции с недвижимостью
17031,1,714.1699355633998,24,1,1,f,сотрудник,0,315902,сыграть свадьбу,B,операции с недвижимостью
17032,2,253.45577284745943,34,1,0,f,компаньон,1,132292,покупка жилой недвижимости,C,операции с недвижимостью
17033,1,3085.507506190257,44,1,4,f,компаньон,0,305314,операции со своей недвижимостью,B,операции с недвижимостью
17034,0,498.80643267685656,51,1,0,f,компаньон,0,95726,покупка коммерческой недвижимости,C,операции с недвижимостью
17035,0,2305.443349397125,41,1,4,f,компаньон,0,163478,профильное образование,C,операции с недвижимостью
17036,0,2707.0806823811176,32,2,0,f,компаньон,0,182170,покупка жилой недвижимости,C,операции с недвижимостью
17037,0,1513.3854201018205,31,2,0,f,сотрудник,0,189101,заняться образованием,C,операции с недвижимостью
17038,0,654.3504177665367,29,1,4,m,компаньон,0,135198,операции с коммерческой недвижимостью,C,операции с недвижимостью
17039,0,3040.9765882644765,28,1,0,m,сотрудник,0,161928,высшее образование,C,операции с недвижимостью
17040,2,1637.7658597915522,26,1,0,m,сотрудник,0,151460,покупка своего жилья,C,операции с недвижимостью
17041,2,3608.31940220709,42,1,1,f,сотрудник,0,163081,на покупку автомобиля,C,операции с автомобилем
17042,1,622.2171976741772,36,1,0,f,сотрудник,0,92286,на покупку подержанного автомобиля,C,операции с автомобилем
17043,1,8281.544113195596,42,0,0,m,сотрудник,0,139941,жилье,C,операции с недвижимостью
17044,2,1017.2536038806104,30,0,0,f,сотрудник,0,56645,покупка жилья,C,операции с недвижимостью
17045,0,2611.0006989266267,47,1,1,f,сотрудник,0,128241,получение дополнительного образования,C,операции с недвижимостью
17046,0,1311.588334693111,57,0,0,f,сотрудник,0,87883,дополнительное образование,C,операции с недвижимостью
17047,1,1203.369528770489,28,0,0,f,компаньон,0,145017,свой автомобиль,C,операции с автомобилем
17048,1,7860.7769280328,58,1,2,f,сотрудник,0,72904,покупка жилья для сдачи,C,операции с недвижимостью
17049,0,347384.8782433549,70,1,4,f,пенсионер,0,85288,сделка с автомобилем,C,операции с автомобилем
17050,0,753.9306665896866,34,1,1,f,сотрудник,1,309149,операции со своей недвижимостью,B,операции с недвижимостью
17051,1,1203.369528770489,30,0,4,f,сотрудник,0,145017,ремонт жилью,C,операции с недвижимостью
17052,0,599.803493146063,49,1,4,f,сотрудник,0,98734,покупка коммерческой недвижимости,C,операции с недвижимостью
17053,0,1847.8467187374724,33,1,0,f,сотрудник,0,37391,жилье,D,операции с недвижимостью
17054,0,1835.865867756856,34,1,4,m,сотрудник,0,202730,недвижимость,B,операции с недвижимостью
17055,1,945.0671100540362,29,1,0,f,сотрудник,0,96489,операции с жильем,C,операции с недвижимостью
17056,0,9482.806678551522,42,1,1,f,сотрудник,0,142240,строительство собственной недвижимости,C,операции с недвижимостью
17057,1,861.2920903698787,32,1,1,f,сотрудник,0,211255,свадьба,B,операции с недвижимостью
17058,0,2017.8321694681304,45,1,4,f,сотрудник,0,170251,покупка жилья для сдачи,C,операции с недвижимостью
17059,0,340297.19508154754,64,1,0,f,пенсионер,0,285946,ремонт жилью,B,операции с недвижимостью
17060,0,2720.469059506422,27,0,0,f,сотрудник,0,59483,на покупку подержанного автомобиля,C,операции с автомобилем
17061,1,476.3848385248448,24,1,0,m,сотрудник,0,184535,покупка жилой недвижимости,C,операции с недвижимостью
17062,1,474.87669589005407,44,1,0,f,сотрудник,0,106340,операции с коммерческой недвижимостью,C,операции с недвижимостью
17063,0,4226.485636091391,33,1,4,f,сотрудник,0,130227,сделка с автомобилем,C,операции с автомобилем
17064,1,2113.8021859403425,27,1,3,f,сотрудник,0,145418,на покупку своего автомобиля,C,операции с автомобилем
17065,0,118.57442576051466,41,1,4,m,сотрудник,0,136433,покупка жилья,C,операции с недвижимостью
17066,0,977.9219294453768,53,0,0,f,компаньон,0,83168,строительство недвижимости,C,операции с недвижимостью
17067,0,2038.4379482338568,67,0,0,m,компаньон,0,579594,операции с коммерческой недвижимостью,B,операции с недвижимостью
17068,0,647.6492046882503,40,1,0,f,сотрудник,0,126033,покупка недвижимости,C,операции с недвижимостью
17069,0,1338.5516647355855,54,1,0,f,компаньон,0,80334,получение высшего образования,C,операции с недвижимостью
17070,0,4698.854842475106,43,0,3,f,сотрудник,0,75388,покупка недвижимости,C,операции с недвижимостью
17071,1,180.5668731121709,34,1,0,f,компаньон,0,93782,сделка с автомобилем,C,операции с автомобилем
17072,0,1203.369528770489,43,1,0,f,сотрудник,0,145017,операции с коммерческой недвижимостью,C,операции с недвижимостью
17073,0,713.8248655320102,46,1,0,f,сотрудник,0,177692,покупка жилья для семьи,C,операции с недвижимостью
17074,1,1203.369528770489,37,1,0,f,сотрудник,0,145017,покупка жилья для сдачи,C,операции с недвижимостью
17075,0,240.51508351910587,45,1,0,f,сотрудник,0,164050,покупка жилой недвижимости,C,операции с недвижимостью
17076,1,3060.927624328902,35,1,4,m,сотрудник,1,202154,строительство собственной недвижимости,B,операции с недвижимостью
17077,0,1397.364036442207,42,1,4,m,сотрудник,0,162844,покупка жилой недвижимости,C,операции с недвижимостью
17078,0,1310.8514617269427,25,2,4,m,компаньон,1,402414,строительство недвижимости,B,операции с недвижимостью
17079,0,816.8435426509579,35,0,1,m,сотрудник,0,249598,на проведение свадьбы,B,операции с недвижимостью
17080,2,271.76586177224027,35,1,0,f,сотрудник,0,85523,покупка жилья для сдачи,C,операции с недвижимостью
17081,0,1165.8784532762745,39,1,4,f,компаньон,0,193398,покупка недвижимости,C,операции с недвижимостью
17082,0,724.3364626990295,34,2,4,f,сотрудник,0,106881,на покупку автомобиля,C,операции с автомобилем
17083,0,364.2196171483575,31,1,4,f,сотрудник,0,116409,получение дополнительного образования,C,операции с недвижимостью
17084,1,692.2574619699375,35,0,0,f,компаньон,0,360619,приобретение автомобиля,B,операции с автомобилем
17085,2,1203.369528770489,42,1,1,f,сотрудник,0,145017,на проведение свадьбы,C,операции с недвижимостью
17086,0,4153.554084637429,38,1,1,f,сотрудник,0,318815,на проведение свадьбы,B,операции с недвижимостью
17087,1,2294.683608746763,29,0,0,f,сотрудник,1,62146,покупка коммерческой недвижимости,C,операции с недвижимостью
17088,0,8233.831052074003,55,1,0,f,госслужащий,0,125485,жилье,C,операции с недвижимостью
17089,0,355229.61821836774,62,1,1,f,пенсионер,0,61236,на покупку своего автомобиля,C,операции с автомобилем
17090,1,584.0659799759097,39,0,4,f,сотрудник,0,97096,покупка жилья для сдачи,C,операции с недвижимостью
17091,0,3757.852014407138,44,1,1,f,компаньон,0,102418,жилье,C,операции с недвижимостью
17092,2,2826.964554090962,43,1,0,m,сотрудник,0,269176,ремонт жилью,B,операции с недвижимостью
17093,20,1481.602776367862,42,1,0,f,сотрудник,0,73069,получение дополнительного образования,C,операции с недвижимостью
17094,0,1203.369528770489,57,1,1,m,пенсионер,0,145017,сделка с автомобилем,C,операции с автомобилем
17095,-1,2809.6932000390834,34,1,0,f,сотрудник,0,182543,на покупку подержанного автомобиля,C,операции с автомобилем
17096,1,1203.369528770489,43,1,0,f,компаньон,0,145017,заняться образованием,C,операции с недвижимостью
17097,0,378.2903583517655,50,0,0,f,компаньон,0,170155,высшее образование,C,операции с недвижимостью
17098,0,6400.382931128647,44,0,0,f,сотрудник,0,114177,приобретение автомобиля,C,операции с автомобилем
17099,2,204.99248183661072,30,1,0,f,компаньон,0,66900,образование,C,операции с недвижимостью
17100,1,2385.7376826223544,39,1,0,f,компаньон,1,189435,строительство собственной недвижимости,C,операции с недвижимостью
17101,0,1203.369528770489,56,1,1,f,пенсионер,0,145017,на проведение свадьбы,C,операции с недвижимостью
17102,0,631.7741515446661,43,1,3,f,компаньон,1,157113,покупка коммерческой недвижимости,C,операции с недвижимостью
17103,0,340419.1205211501,57,0,0,m,пенсионер,0,98967,дополнительное образование,C,операции с недвижимостью
17104,1,614.9766404561022,34,1,0,m,сотрудник,0,215226,приобретение автомобиля,B,операции с автомобилем
17105,0,1799.8027520341875,53,0,1,f,компаньон,0,364846,сыграть свадьбу,B,операции с недвижимостью
17106,0,450.4034940721912,35,0,1,m,сотрудник,0,176137,заняться высшим образованием,C,операции с недвижимостью
17107,0,4473.00488110828,37,3,1,f,компаньон,0,255696,покупка жилья для сдачи,B,операции с недвижимостью
17108,0,343375.62104662013,57,1,1,f,пенсионер,0,55460,на проведение свадьбы,C,операции с недвижимостью
17109,0,195.6101573335199,48,0,2,f,сотрудник,0,79200,на покупку подержанного автомобиля,C,операции с автомобилем
17110,0,349633.83407551283,61,1,1,f,пенсионер,0,109958,сыграть свадьбу,C,операции с недвижимостью
17111,1,3298.3310932477,44,0,0,f,сотрудник,0,94919,покупка жилья для семьи,C,операции с недвижимостью
17112,0,400997.27089830406,57,1,0,f,пенсионер,0,182608,на покупку подержанного автомобиля,C,операции с автомобилем
17113,0,4177.265399767382,36,1,0,m,госслужащий,0,157553,покупка своего жилья,C,операции с недвижимостью
17114,0,1943.645755484356,32,1,1,f,сотрудник,1,120397,сыграть свадьбу,C,операции с недвижимостью
17115,0,341619.20330382173,67,1,0,f,пенсионер,0,58460,сделка с автомобилем,C,операции с автомобилем
17116,0,204.8389126522817,43,0,0,f,компаньон,0,275284,строительство недвижимости,B,операции с недвижимостью
17117,0,381647.5543093936,62,1,0,f,пенсионер,0,48110,ремонт жилью,D,операции с недвижимостью
17118,0,1268.5462413603548,45,1,1,f,сотрудник,0,222702,свадьба,B,операции с недвижимостью
17119,2,3976.998876182313,28,0,0,f,сотрудник,0,95670,заняться высшим образованием,C,операции с недвижимостью
17120,0,658.9530706852257,42,1,0,f,сотрудник,0,98554,ремонт жилью,C,операции с недвижимостью
17121,2,515.8626592691273,40,1,0,f,сотрудник,1,261201,приобретение автомобиля,B,операции с автомобилем
17122,2,3493.7914741190825,40,1,0,m,сотрудник,0,85550,высшее образование,C,операции с недвижимостью
17123,0,355475.3789852119,65,1,0,f,пенсионер,0,112923,ремонт жилью,C,операции с недвижимостью
17124,1,4878.408136989711,39,0,1,f,сотрудник,0,159931,свой автомобиль,C,операции с автомобилем
17125,0,4058.8800737415377,31,1,4,f,сотрудник,0,261584,образование,B,операции с недвижимостью
17126,0,356523.37398548424,61,1,2,f,пенсионер,0,54623,автомобиль,C,операции с автомобилем
17127,0,1925.7564804523272,45,0,1,m,госслужащий,0,105092,сыграть свадьбу,C,операции с недвижимостью
17128,0,368332.2348845911,62,1,1,f,пенсионер,0,179717,сыграть свадьбу,C,операции с недвижимостью
17129,1,986.9109005631772,31,1,0,m,сотрудник,0,97057,свой автомобиль,C,операции с автомобилем
17130,0,356623.9028177071,54,0,0,f,пенсионер,0,142835,покупка коммерческой недвижимости,C,операции с недвижимостью
17131,0,2582.927268062636,38,1,4,f,компаньон,0,191465,на покупку автомобиля,C,операции с автомобилем
17132,0,387408.2576092872,60,0,0,f,пенсионер,0,209668,покупка своего жилья,B,операции с недвижимостью
17133,1,954.67967791303,29,0,0,m,сотрудник,1,145980,покупка недвижимости,C,операции с недвижимостью
17134,20,1399.5593567461478,46,1,0,m,компаньон,0,136446,покупка жилья для семьи,C,операции с недвижимостью
17135,0,2475.54621500596,52,1,4,f,сотрудник,0,239999,строительство жилой недвижимости,B,операции с недвижимостью
17136,0,338136.57106958004,69,3,4,f,пенсионер,0,56074,недвижимость,C,операции с недвижимостью
17137,1,1621.302793250597,50,0,0,m,сотрудник,0,215290,операции с коммерческой недвижимостью,B,операции с недвижимостью
17138,2,1519.66017229083,32,1,0,f,сотрудник,0,70422,получение дополнительного образования,C,операции с недвижимостью
17139,0,395903.9246213017,55,0,0,m,пенсионер,0,242890,строительство жилой недвижимости,B,операции с недвижимостью
17140,1,1203.369528770489,33,1,0,m,сотрудник,0,145017,заняться высшим образованием,C,операции с недвижимостью
17141,1,3126.48605641399,31,0,0,f,сотрудник,0,81054,операции с недвижимостью,C,операции с недвижимостью
17142,1,7792.803104884964,47,1,0,f,сотрудник,0,85077,операции со своей недвижимостью,C,операции с недвижимостью
17143,2,1203.369528770489,41,2,0,m,сотрудник,0,145017,покупка жилой недвижимости,C,операции с недвижимостью
17144,2,1321.8602132644444,39,1,0,f,сотрудник,0,122343,операции с жильем,C,операции с недвижимостью
17145,0,5406.130659407595,58,1,0,f,компаньон,0,84782,операции со своей недвижимостью,C,операции с недвижимостью
17146,0,1203.369528770489,52,1,0,f,пенсионер,0,145017,сделка с подержанным автомобилем,C,операции с автомобилем
17147,1,2752.0431844454606,29,1,1,f,сотрудник,1,88914,на проведение свадьбы,C,операции с недвижимостью
17148,1,956.435551568967,41,1,0,f,компаньон,0,709142,строительство недвижимости,B,операции с недвижимостью
17149,1,452.0559047745248,47,0,3,f,сотрудник,0,366883,покупка жилья для сдачи,B,операции с недвижимостью
17150,0,10460.02532833345,46,1,0,f,сотрудник,0,210711,сделка с автомобилем,B,операции с автомобилем
17151,0,377539.5779498415,64,0,1,f,пенсионер,0,100821,сыграть свадьбу,C,операции с недвижимостью
17152,0,108.07832746419572,22,1,4,f,компаньон,0,91500,автомобили,C,операции с автомобилем
17153,2,3607.43595945698,33,1,0,f,сотрудник,0,196904,приобретение автомобиля,C,операции с автомобилем
17154,0,246.7259981161623,23,2,4,f,сотрудник,0,129020,приобретение автомобиля,C,операции с автомобилем
17155,1,2883.1837002932866,28,1,0,m,сотрудник,0,295129,сделка с подержанным автомобилем,B,операции с автомобилем
17156,1,3863.234443374284,53,1,0,m,компаньон,0,92025,покупка жилья для сдачи,C,операции с недвижимостью
17157,2,136.20265773738242,38,1,2,m,сотрудник,0,88667,строительство недвижимости,C,операции с недвижимостью
17158,0,407.97169266095256,27,0,3,f,сотрудник,0,160740,недвижимость,C,операции с недвижимостью
17159,0,4296.363971798931,53,1,1,f,госслужащий,0,177080,покупка своего жилья,C,операции с недвижимостью
17160,0,5033.147287735374,50,1,0,f,сотрудник,0,82033,строительство жилой недвижимости,C,операции с недвижимостью
